name, x, y, z
lever1_hinge,160.0575,124.9296, 44.91191
lever1_hinge_world,-1.108829,11.509,16.82475
lever2_hinge,88.00823,76.14864, 41.64555
lever2_hinge_world,5.990697,15.46353,19.01325
ladle_hinge,98.91032,117.4482, 41.8746
ladle_hinge_world,4.967896,11.89831,18.69796
ladle_tip,119.3305,130.4503, 42.76676
ladle_tip_world,3.030594,10.82966,18.10077
springhinge2,81.12944,62.80762, 41.37161
springhinge2_world,6.625902,16.56345,19.25197
springhinge1,128.5995,79.66463, 43.55521
springhinge1_world,2.132815,15.50458,17.86692
body_back,207.2843,129.6216, 47.04396
body_back_world,-6.243936,11.234,15.69176
