name, x, y, z
lever1_hinge,169.3417,124.2363, 44.90106
lever1_hinge_world,-1.121497,11.509,16.7695
lever2_hinge,94.53098,78.06741, 42.13063
lever2_hinge_world,6.169895,15.32686,18.52754
ladle_hinge,63.67027,104.1604, 40.79308
ladle_hinge_world,8.880176,12.86035,19.18102
ladle_tip,69.18652,130.429, 40.82603
ladle_tip_world,8.382186,10.62665,19.06095
springhinge2,102.3161,66.63074, 42.47136
springhinge2_world,5.465621,16.40296,18.3999
springhinge1,135.9988,80.06512, 43.75062
springhinge1_world,2.249403,15.44158,17.62444
body_back,218.5558,128.6139, 46.63569
body_back_world,-6.31728,11.234,15.95905
