name, x, y, z
lever1_hinge,159.2498,131.3408, 45.03936
lever1_hinge_world,-1.140788,11.509,16.70563
lever2_hinge,88.77557,76.31876, 42.97552
lever2_hinge_world,5.715207,16.25802,17.83403
ladle_hinge,89.31137,117.4557, 42.65534
ladle_hinge_world,5.636714,12.53646,17.82111
ladle_tip,113.4777,117.1373, 43.49344
ladle_tip_world,3.378868,12.66232,17.4495
springhinge2,85.17007,62.33276, 42.92415
springhinge2_world,6.06286,17.49885,17.9328
springhinge1,130.3466,83.66187, 44.34576
springhinge1_world,1.757306,15.8554,17.22417
body_back,210.033,135.4923, 46.50719
body_back_world,-6.382045,11.234,16.27878
