name, x, y, z
lever1_hinge,162.464,128.0623, 44.82523
lever1_hinge_world,-1.09764,11.509,16.89682
lever2_hinge,98.09087,70.04713, 41.42613
lever2_hinge_world,5.377849,16.22441,19.47832
ladle_hinge,80.18325,106.4397, 40.20201
ladle_hinge_world,6.967276,12.91857,20.11195
ladle_tip,96.86263,126.5643, 40.94672
ladle_tip_world,5.46148,11.29869,19.51166
springhinge2,101.1828,56.07309, 41.6544
springhinge2_world,5.103969,17.48577,19.41327
springhinge1,136.5336,79.1333, 43.54866
springhinge1_world,1.641189,15.84114,18.03281
body_back,207.2791,133.0447, 47.30825
body_back_world,-6.125273,11.234,15.35543
