name, x, y, z
lever1_hinge,161.1785,126.8046, 44.78942
lever1_hinge_world,-1.093623,11.509,16.94186
lever2_hinge,94.63647,75.38452, 40.7694
lever2_hinge_world,5.629018,15.53078,20.01797
ladle_hinge,88.06035,117.6849, 40.08914
ladle_hinge_world,6.19809,11.86136,20.27836
ladle_tip,110.2673,124.1457, 41.38242
ladle_tip_world,4.149534,11.44116,19.341
springhinge2,93.8131,60.27513, 40.77599
springhinge2_world,5.719163,16.81714,20.10431
springhinge1,132.6583,80.39952, 43.11089
springhinge1_world,1.952298,15.53531,18.38068
body_back,204.3044,131.9775, 47.51238
body_back_world,-6.038316,11.234,15.15217
