name, x, y, z
lever1_hinge,161.7453,122.641, 44.80489
lever1_hinge_world,-1.095335,11.509,16.9195
lever2_hinge,87.93315,86.77805, 40.45925
lever2_hinge_world,6.248383,14.1585,20.06292
ladle_hinge,96.93495,129.7292, 40.70235
ladle_hinge_world,5.412396,10.54888,19.70508
ladle_tip,118.5851,124.1235, 42.00804
ladle_tip_world,3.375677,11.135,18.83328
springhinge2,81.78,72.71609, 40.15448
springhinge2_world,6.808973,15.28768,20.34747
springhinge1,126.674,82.87553, 42.73451
springhinge1_world,2.591534,14.87542,18.54223
body_back,205.7129,127.7208, 47.4153
body_back_world,-6.082705,11.234,15.25243
