name, x, y, z
lever1_hinge,162.3002,116.9639, 45.12097
lever1_hinge_world,-1.184272,11.509,16.60064
lever2_hinge,75.81944,94.45398, 43.29491
lever2_hinge_world,7.013795,13.38679,16.91169
ladle_hinge,97.67987,129.2023, 43.57551
ladle_hinge_world,4.993921,10.261,16.83505
ladle_tip,120.9604,137.2255, 44.04713
ladle_tip_world,2.816401,9.551508,16.75243
springhinge2,65.36417,84.50034, 43.08339
springhinge2_world,7.968548,14.25441,16.98895
springhinge1,117.6743,84.02914, 44.24316
springhinge1_world,3.140936,14.47709,16.80578
body_back,215.7084,120.5599, 45.92946
body_back_world,-6.437807,11.234,16.83162
