name, x, y, z
lever1_hinge,162.2455,128.4726, 45.05269
lever1_hinge_world,-1.151619,11.509,16.67573
lever2_hinge,93.00325,71.39473, 43.30758
lever2_hinge_world,5.560428,16.5122,17.54035
ladle_hinge,81.6453,110.1371, 42.66355
ladle_hinge_world,6.574389,12.93294,17.67096
ladle_tip,95.97012,131.3296, 42.93033
ladle_tip_world,5.251934,11.0691,17.50061
springhinge2,93.45662,57.30722, 43.38974
springhinge2_world,5.532254,17.80374,17.57805
springhinge1,134.5713,79.98853, 44.50729
springhinge1_world,1.601125,15.96149,17.07167
body_back,213.8905,132.4539, 46.31479
body_back_world,-6.404607,11.234,16.43262
