name, x, y, z
lever1_hinge,167.9333,124.3837, 44.99844
lever1_hinge_world,-1.147496,11.509,16.68673
lever2_hinge,91.3232,78.79877, 42.89108
lever2_hinge_world,6.237988,15.40594,17.73537
ladle_hinge,64.7645,109.4443, 41.89262
ladle_hinge_world,8.596037,12.5452,18.07018
ladle_tip,75.81324,133.1269, 42.05509
ladle_tip_world,7.600254,10.48602,17.92879
springhinge2,97.35694,66.23975, 43.12135
springhinge2_world,5.694486,16.57795,17.69961
springhinge1,133.6876,80.52472, 44.16168
springhinge1_world,2.24824,15.47812,17.21029
body_back,219.4531,128.3751, 46.26902
body_back_world,-6.3969,11.234,16.3757
