name, x, y, z
lever1_hinge,157.8017,128.8003, 44.83984
lever1_hinge_world,-1.096066,11.509,16.91166
lever2_hinge,92.77705,72.60526, 41.20295
lever2_hinge_world,5.4599,16.01974,19.65095
ladle_hinge,103.3337,114.4488, 41.50591
ladle_hinge_world,4.454506,12.46038,19.23087
ladle_tip,124.6981,120.972, 42.74562
ladle_tip_world,2.378644,12.02416,18.36351
springhinge2,86.21293,58.96614, 40.87851
springhinge2_world,6.074569,17.11596,19.95222
springhinge1,131.1174,80.57053, 43.42772
springhinge1_world,1.738781,15.75311,18.14059
body_back,201.9787,133.8735, 47.44192
body_back_world,-6.097689,11.234,15.28786
