name, x, y, z
lever1_hinge,163.8601,126.6342, 44.72523
lever1_hinge_world,-1.09182,11.509,16.98953
lever2_hinge,103.5654,67.54825, 40.72956
lever2_hinge_world,5.112858,16.17949,20.23293
ladle_hinge,85.4288,103.4542, 39.3096
ladle_hinge_world,6.732013,12.9363,21.07932
ladle_tip,92.46188,130.2516, 39.57663
ladle_tip_world,6.094664,10.76039,20.74616
springhinge2,106.9546,53.60667, 41.00611
springhinge2_world,4.807636,17.4302,20.11965
springhinge1,139.7006,77.2516, 43.18147
springhinge1_world,1.54128,15.82198,18.41221
body_back,205.194,131.9773, 47.6557
body_back_world,-5.935715,11.234,14.94266
