name, x, y, z
lever1_hinge,165.3863,114.5805, 44.73591
lever1_hinge_world,-1.093182,11.509,16.9492
lever2_hinge,90.46854,88.94504, 39.97443
lever2_hinge_world,6.369278,13.23435,20.43717
ladle_hinge,82.49075,132.1939, 39.31519
ladle_hinge_world,7.048787,9.588302,20.75478
ladle_tip,102.2729,147.1561, 40.39324
ladle_tip_world,5.284776,8.379889,19.93027
springhinge2,90.04372,73.50613, 39.97417
springhinge2_world,6.419085,14.52397,20.50571
springhinge1,127.8921,79.4818, 42.28555
springhinge1_world,2.861191,14.3963,18.84274
body_back,208.3213,119.7597, 47.46811
body_back_world,-6.023224,11.234,15.11953
