name, x, y, z
lever1_hinge,167.0221,118.7559, 45.02097
lever1_hinge_world,-1.155648,11.509,16.66538
lever2_hinge,85.46996,83.0807, 42.84757
lever2_hinge_world,6.653419,14.51288,17.57439
ladle_hinge,79.51965,123.9292, 42.44244
ladle_hinge_world,7.16684,10.82654,17.63415
ladle_tip,91.29948,146.7748, 42.63335
ladle_tip_world,6.091284,8.806808,17.50895
springhinge2,83.95213,68.75279, 42.84803
springhinge2_world,6.803566,15.79518,17.63314
springhinge1,127.9846,79.32935, 44.05045
springhinge1_world,2.687122,15.05209,17.15397
body_back,219.0621,122.6486, 46.17763
body_back_world,-6.411215,11.234,16.48652
