name, x, y, z
lever1_hinge,167.84,119.0239, 44.71915
lever1_hinge_world,-1.092757,11.509,16.95745
lever2_hinge,94.80495,86.96423, 40.06806
lever2_hinge_world,6.215988,13.78515,20.45495
ladle_hinge,63.71725,112.153, 38.17379
ladle_hinge_world,8.855721,11.48462,21.71816
ladle_tip,82.57438,131.2575, 39.11902
ladle_tip_world,7.265779,10.02004,20.95732
springhinge2,102.8446,75.6813, 40.56641
springhinge2_world,5.498467,14.81796,20.15704
springhinge1,132.4328,80.91351, 42.42439
springhinge1_world,2.659862,14.68498,18.79867
body_back,210.5139,124.2195, 47.46498
body_back_world,-6.005948,11.234,15.08301
