name, x, y, z
lever1_hinge,163.6164,118.5028, 44.90749
lever1_hinge_world,-1.114492,11.509,16.79807
lever2_hinge,81.6736,95.05725, 41.31418
lever2_hinge_world,6.829679,13.21933,18.98806
ladle_hinge,90.66878,137.1111, 41.45736
ladle_hinge_world,6.001467,9.597415,18.75975
ladle_tip,113.7641,130.8875, 42.49285
ladle_tip_world,3.869848,10.19966,18.17212
springhinge2,75.27571,81.42307, 41.07893
springhinge2_world,7.408376,14.35712,19.19012
springhinge1,121.8923,84.75095, 43.08924
springhinge1_world,3.106187,14.3883,18.00413
body_back,211.7865,123.0527, 46.86457
body_back_world,-6.281299,11.234,15.81976
