name, x, y, z
lever1_hinge,161.4927,124.7102, 44.8135
lever1_hinge_world,-1.095821,11.509,16.91421
lever2_hinge,89.45005,83.05644, 40.66687
lever2_hinge_world,6.088238,14.68182,19.9397
ladle_hinge,94.29639,126.5112, 40.65379
ladle_hinge_world,5.625803,10.99339,19.74496
ladle_tip,116.407,122.4973, 41.95843
ladle_tip_world,3.55682,11.4537,18.87362
springhinge2,84.67182,68.48102, 40.44796
springhinge2_world,6.531012,15.87384,20.17066
springhinge1,128.4109,82.39421, 42.92768
springhinge1_world,2.386809,15.13484,18.42537
body_back,205.6508,129.77, 47.39757
body_back_world,-6.092854,11.234,15.27633
