name, x, y, z
lever1_hinge,166.7529,121.37, 44.89198
lever1_hinge_world,-1.115119,11.509,16.79534
lever2_hinge,89.80354,81.25102, 41.69555
lever2_hinge_world,6.38978,14.72299,18.83933
ladle_hinge,69.79405,117.5066, 40.66006
ladle_hinge_world,8.133028,11.46846,19.31411
ladle_tip,87.17264,137.2743, 41.24268
ladle_tip_world,6.595193,9.821812,18.89527
springhinge2,93.41059,67.30609, 41.88967
springhinge2_world,6.074922,15.9757,18.79607
springhinge1,130.9979,79.80554, 43.45592
springhinge1_world,2.518281,15.15486,17.8274
body_back,215.0923,125.8847, 46.79959
body_back_world,-6.284922,11.234,15.83298
