name, x, y, z
lever1_hinge,166.1662,130.0579, 44.89631
lever1_hinge_world,-1.114226,11.509,16.79924
lever2_hinge,97.64616,74.42912, 42.19892
lever2_hinge_world,5.640378,16.16769,18.67089
ladle_hinge,61.12251,89.66483, 40.55782
ladle_hinge_world,8.869471,14.54636,19.56565
ladle_tip,74.15018,113.321, 40.91029
ladle_tip_world,7.720417,12.5893,19.24726
springhinge2,107.989,66.04129, 42.67552
springhinge2_world,4.686184,17.01064,18.44904
springhinge1,138.0349,82.0701, 43.91674
springhinge1_world,1.765738,15.81694,17.6398
body_back,214.3772,134.5943, 46.82343
body_back_world,-6.279738,11.234,15.81411
