name, x, y, z
lever1_hinge,160.4057,132.1346, 45.12678
lever1_hinge_world,-1.176819,11.509,16.61624
lever2_hinge,91.01545,75.09465, 43.88348
lever2_hinge_world,5.500797,16.61739,16.997
ladle_hinge,76.54842,112.295, 43.2147
ladle_hinge_world,6.800346,13.12998,17.07109
ladle_tip,100.5786,119.255, 43.73484
ladle_tip_world,4.583708,12.56223,16.9447
springhinge2,92.53853,61.3306, 43.99884
springhinge2_world,5.373674,17.90307,17.03081
springhinge1,132.8412,83.70682, 44.81441
springhinge1_world,1.527276,16.00442,16.81149
body_back,213.4294,135.8278, 46.0427
body_back_world,-6.433798,11.234,16.74719
