name, x, y, z
lever1_hinge,157.924,131.4303, 44.75009
lever1_hinge_world,-1.091763,11.509,17.00234
lever2_hinge,101.8652,66.86464, 40.94703
lever2_hinge_world,4.744558,16.68637,20.15881
ladle_hinge,95.31714,108.546, 40.16861
ladle_hinge_world,5.332451,13.02446,20.47676
ladle_tip,115.5611,118.3463, 41.52447
ladle_tip_world,3.40342,12.35948,19.43348
springhinge2,101.2788,51.84644, 40.97108
springhinge2_world,4.815613,17.97401,20.24385
springhinge1,136.8544,80.16479, 43.42308
springhinge1_world,1.232097,16.03225,18.30577
body_back,198.6351,136.8571, 47.78913
body_back_world,-5.906301,11.234,14.88735
