name, x, y, z
lever1_hinge,166.1935,127.3098, 44.75481
lever1_hinge_world,-1.093637,11.509,16.94163
lever2_hinge,101.7938,71.8951, 40.96473
lever2_hinge_world,5.429013,15.91241,19.92426
ladle_hinge,70.95019,94.60078, 39.04402
ladle_hinge_world,8.133644,13.67373,21.16102
ladle_tip,79.28427,121.3048, 39.32643
ladle_tip_world,7.40321,11.5274,20.82701
springhinge2,109.8538,61.3616, 41.48223
springhinge2_world,4.686873,16.92874,19.62999
springhinge1,139.5009,79.32172, 43.24976
springhinge1_world,1.756689,15.70618,18.29009
body_back,209.4416,132.4512, 47.42915
body_back_world,-6.038777,11.234,15.15318
