name, x, y, z
lever1_hinge,163.6167,131.823, 44.76547
lever1_hinge_world,-1.093232,11.509,16.94831
lever2_hinge,104.8804,68.22655, 41.33861
lever2_hinge_world,4.91929,16.68813,19.75141
ladle_hinge,71.81418,84.79393, 39.24509
ladle_hinge_world,7.864775,14.87299,21.12463
ladle_tip,83.10482,110.1249, 39.70306
ladle_tip_world,6.868534,12.86212,20.66017
springhinge2,113.9916,59.45255, 41.93962
springhinge2_world,4.061206,17.58706,19.3966
springhinge1,141.36,80.88844, 43.59
springhinge1_world,1.30297,16.03296,18.11068
body_back,206.5615,137.0076, 47.49207
body_back_world,-6.025062,11.234,15.12347
