name, x, y, z
lever1_hinge,165.7536,115.6952, 44.83237
lever1_hinge_world,-1.103998,11.509,16.85141
lever2_hinge,86.0972,90.80536, 40.83725
lever2_hinge_world,6.681894,13.28439,19.50829
ladle_hinge,77.74931,133.1783, 40.23833
ladle_hinge_world,7.392845,9.638567,19.75089
ladle_tip,100.2677,143.7956, 41.24415
ladle_tip_world,5.38401,8.774578,19.0654
springhinge2,85.59715,75.70505, 40.8443
springhinge2_world,6.738441,14.57403,19.57091
springhinge1,125.5638,81.12502, 42.79764
springhinge1_world,3.015308,14.42289,18.30041
body_back,212.2293,120.4661, 47.05845
body_back_world,-6.203023,11.234,15.56575
