name, x, y, z
lever1_hinge,161.1501,130.6856, 44.91127
lever1_hinge_world,-1.110036,11.509,16.81871
lever2_hinge,95.09538,72.12267, 42.12004
lever2_hinge_world,5.443479,16.40747,18.7904
ladle_hinge,77.52933,108.5923, 41.03663
ladle_hinge_world,7.005518,13.06151,19.26035
ladle_tip,100.0447,119.4709, 41.97341
ladle_tip_world,4.958903,12.23444,18.64461
springhinge2,97.93356,58.2233, 42.31923
springhinge2_world,5.194058,17.67516,18.75817
springhinge1,134.8607,81.60576, 43.93296
springhinge1_world,1.606309,15.91818,17.67877
body_back,208.6089,135.3441, 46.99437
body_back_world,-6.2527,11.234,15.72054
