name, x, y, z
lever1_hinge,168.4811,130.077, 44.86966
lever1_hinge_world,-1.112295,11.509,16.80796
lever2_hinge,102.5534,71.02185, 42.27077
lever2_hinge_world,5.409678,16.48634,18.68441
ladle_hinge,69.4911,92.04614, 40.69869
ladle_hinge_world,8.353986,14.37216,19.53152
ladle_tip,63.74005,117.8836, 40.27542
ladle_tip_world,8.820491,12.13248,19.66574
springhinge2,111.3854,61.00073, 42.70155
springhinge2_world,4.592511,17.46894,18.49196
springhinge1,142.3927,80.78291, 43.98041
springhinge1_world,1.565038,15.95085,17.62092
body_back,216.4774,134.6364, 46.82107
body_back_world,-6.267869,11.234,15.77209
