name, x, y, z
lever1_hinge,164.2935,120.3651, 44.78149
lever1_hinge_world,-1.095059,11.509,16.92265
lever2_hinge,89.86629,87.05515, 40.37709
lever2_hinge_world,6.303141,13.93283,20.11996
ladle_hinge,80.74686,129.4449, 39.63657
ladle_hinge_world,7.082052,10.30843,20.45659
ladle_tip,104.2,131.8002, 40.92847
ladle_tip_world,4.980978,10.19543,19.54856
springhinge2,89.79564,71.82159, 40.41334
springhinge2_world,6.322848,15.22398,20.17315
springhinge1,128.4241,81.74051, 42.63938
springhinge1_world,2.671559,14.76083,18.59515
body_back,208.201,125.4421, 47.38586
body_back_world,-6.076586,11.234,15.2382
