name, x, y, z
lever1_hinge,169.6682,128.6434, 45.00885
lever1_hinge_world,-1.15582,11.509,16.66495
lever2_hinge,97.5002,75.51514, 43.34454
lever2_hinge_world,5.807629,16.16629,17.47188
ladle_hinge,63.77877,97.2739, 42.25336
ladle_hinge_world,8.838204,14.03355,17.82306
ladle_tip,60.63179,122.8187, 41.97821
ladle_tip_world,9.08742,11.75564,17.85194
springhinge2,106.5413,65.30095, 43.63909
springhinge2_world,4.975902,17.15396,17.41677
springhinge1,139.5285,81.67081, 44.46149
springhinge1_world,1.820214,15.81634,17.05109
body_back,221.8066,132.5122, 46.12702
body_back_world,-6.411479,11.234,16.48879
