name, x, y, z
lever1_hinge,163.7026,130.3979, 44.93766
lever1_hinge_world,-1.119806,11.509,16.77604
lever2_hinge,100.191,67.62761, 42.67459
lever2_hinge_world,5.154909,16.89583,18.33845
ladle_hinge,77.09421,99.82309, 41.48053
ladle_hinge_world,7.234085,13.85193,18.85617
ladle_tip,83.53053,125.4284, 41.5387
ladle_tip_world,6.6397,11.64363,18.70817
springhinge2,105.0476,54.73111, 42.93973
springhinge2_world,4.71162,18.10791,18.27032
springhinge1,139.8832,79.81276, 44.25019
springhinge1_world,1.313848,16.1151,17.42427
body_back,212.5705,134.8467, 46.76132
body_back_world,-6.309413,11.234,15.92695
