name, x, y, z
lever1_hinge,169.7486,121.7341, 45.03638
lever1_hinge_world,-1.168338,11.509,16.63498
lever2_hinge,88.81456,83.81573, 43.24479
lever2_hinge_world,6.562919,14.77678,17.25176
ladle_hinge,60.49166,113.0475, 42.38036
ladle_hinge_world,9.085657,12.04702,17.45301
ladle_tip,70.96822,136.6715, 42.47602
ladle_tip_world,8.137203,9.962189,17.37735
springhinge2,95.53236,71.60373, 43.44798
springhinge2_world,5.956762,15.91819,17.24453
springhinge1,131.5271,81.31055, 44.28448
springhinge1_world,2.568093,15.18093,16.97419
body_back,222.6115,125.4488, 45.9758
body_back_world,-6.426935,11.234,16.64683
