name, x, y, z
lever1_hinge,163.099,125.2911, 45.04864
lever1_hinge_world,-1.152514,11.509,16.6734
lever2_hinge,83.09527,86.29541, 42.8483
lever2_hinge_world,6.530872,14.80433,17.64166
ladle_hinge,82.35492,127.6427, 42.53412
ladle_hinge_world,6.568972,11.08212,17.64646
ladle_tip,106.8512,124.6014, 43.28372
ladle_tip_world,4.31985,11.41815,17.36303
springhinge2,79.82156,72.20949, 42.80928
springhinge2_world,6.842823,16.05592,17.72229
springhinge1,125.6259,84.37799, 44.11761
springhinge1_world,2.551521,15.19424,17.18151
body_back,214.8233,129.254, 46.29027
body_back_world,-6.406151,11.234,16.44474
