name, x, y, z
lever1_hinge,164.8652,128.9117, 45.08276
lever1_hinge_world,-1.170382,11.509,16.63036
lever2_hinge,91.7869,76.83209, 43.61674
lever2_hinge_world,5.852003,16.11833,17.15127
ladle_hinge,64.25038,105.979, 42.70995
ladle_hinge_world,8.328743,13.34554,17.335
ladle_tip,82.43911,124.0734, 43.01104
ladle_tip_world,6.675507,11.76328,17.21236
springhinge2,98.23149,64.69936, 43.8352
springhinge2_world,5.265434,17.26994,17.14887
springhinge1,134.1055,82.39862, 44.61668
springhinge1_world,1.848319,15.79575,16.8954
body_back,217.6913,132.6416, 46.04078
body_back_world,-6.428832,11.234,16.67147
