name, x, y, z
lever1_hinge,158.9676,131.0339, 44.81896
lever1_hinge_world,-1.094861,11.509,16.92501
lever2_hinge,100.1359,66.5808, 41.53096
lever2_hinge_world,4.905403,16.80115,19.53674
ladle_hinge,89.4681,106.3483, 40.59204
ladle_hinge_world,5.864601,13.22876,19.95425
ladle_tip,108.6524,121.8233, 41.60796
ladle_tip_world,4.075063,12.02767,19.17532
springhinge2,100.7762,51.97011, 41.63686
springhinge2_world,4.859961,18.0925,19.56168
springhinge1,137.011,79.83725, 43.71878
springhinge1_world,1.258929,16.07796,17.99426
body_back,202.6839,136.154, 47.47444
body_back_world,-6.071983,11.234,15.22759
