name, x, y, z
lever1_hinge,167.0864,127.1559, 44.68357
lever1_hinge_world,-1.091801,11.509,17.0086
lever2_hinge,107.0172,69.09431, 40.55572
lever2_hinge_world,5.11255,16.05902,20.41953
ladle_hinge,79.9433,95.36859, 38.59356
ladle_hinge_world,7.510002,13.53488,21.73756
ladle_tip,76.5714,123.1331, 38.20704
ladle_tip_world,7.773359,11.26299,21.88235
springhinge2,113.7628,57.58363, 41.05939
springhinge2_world,4.486432,17.1498,20.1221
springhinge1,142.7294,78.12929, 43.06108
springhinge1_world,1.575132,15.77016,18.52157
body_back,207.7235,132.5537, 47.67529
body_back_world,-5.891663,11.234,14.8605
