name, x, y, z
lever1_hinge,165.746,118.9936, 44.95131
lever1_hinge_world,-1.129366,11.509,16.74136
lever2_hinge,86.33382,81.4462, 42.12131
lever2_hinge_world,6.548681,14.56593,18.33317
ladle_hinge,84.62068,123.464, 41.81593
ladle_hinge_world,6.679725,10.84593,18.36033
ladle_tip,97.87507,145.6903, 42.16304
ladle_tip_world,5.470133,8.9157,18.10956
springhinge2,83.44408,66.9897, 42.05809
springhinge2_world,6.821763,15.8253,18.43165
springhinge1,128.2244,78.62909, 43.66528
springhinge1_world,2.631619,15.07818,17.56295
body_back,215.6913,123.2667, 46.56802
body_back_world,-6.34853,11.234,16.09846
