name, x, y, z
lever1_hinge,162.4385,123.6731, 44.94411
lever1_hinge_world,-1.119573,11.509,16.77696
lever2_hinge,89.05482,75.07098, 42.0742
lever2_hinge_world,6.054467,15.52706,18.57125
ladle_hinge,92.00402,117.1416, 41.9147
ladle_hinge_world,5.762169,11.81686,18.49815
ladle_tip,107.4723,137.4689, 42.41578
ladle_tip_world,4.325593,10.06788,18.13884
springhinge2,84.69545,60.89069, 41.94607
springhinge2_world,6.464023,16.74427,18.71595
springhinge1,130.376,78.49718, 43.77018
springhinge1_world,2.140199,15.53362,17.63452
body_back,211.2356,128.1349, 46.79193
body_back_world,-6.308292,11.234,15.92246
