name, x, y, z
lever1_hinge,161.7077,125.2148, 45.11987
lever1_hinge_world,-1.177101,11.509,16.61563
lever2_hinge,84.92461,78.80699, 43.56893
lever2_hinge_world,6.169849,15.59342,17.02914
ladle_hinge,88.37038,119.3496, 43.35712
ladle_hinge_world,5.827065,11.88688,17.00985
ladle_tip,108.8547,133.682, 43.7421
ladle_tip_world,3.92251,10.61685,16.90265
springhinge2,80.25044,65.34268, 43.51335
springhinge2_world,6.61303,16.80565,17.09515
springhinge1,127.6965,81.07346, 44.55581
springhinge1_world,2.149424,15.56377,16.84393
body_back,214.7708,128.8935, 46.02314
body_back_world,-6.433982,11.234,16.75044
