name, x, y, z
lever1_hinge,172.0809,121.7802, 44.99649
lever1_hinge_world,-1.16023,11.509,16.65404
lever2_hinge,91.86079,82.69498, 43.08822
lever2_hinge_world,6.519965,14.85903,17.44338
ladle_hinge,62.62092,111.0172, 42.16225
ladle_hinge_world,9.121537,12.21013,17.71076
ladle_tip,60.97607,136.889, 41.95922
ladle_tip_world,9.242451,9.921679,17.72319
springhinge2,98.95367,70.70204, 43.31067
springhinge2_world,5.878752,15.98087,17.4187
springhinge1,134.4828,80.79683, 44.1949
springhinge1_world,2.528461,15.2206,17.07437
body_back,224.561,125.5746, 46.0279
body_back_world,-6.417729,11.234,16.54596
