name, x, y, z
lever1_hinge,163.0814,127.3184, 45.0299
lever1_hinge_world,-1.145622,11.509,16.69188
lever2_hinge,91.49137,73.62257, 43.04897
lever2_hinge_world,5.794018,16.15826,17.71996
ladle_hinge,78.43736,112.0407, 42.34946
ladle_hinge_world,6.95517,12.62577,17.89198
ladle_tip,94.98624,131.6586, 42.72349
ladle_tip_world,5.439049,10.92203,17.66738
springhinge2,92.54193,59.51173, 43.14712
springhinge2_world,5.710755,17.44764,17.74907
springhinge1,133.3274,80.13266, 44.3402
springhinge1_world,1.821554,15.8129,17.1729
body_back,214.328,131.3728, 46.38003
body_back_world,-6.393054,11.234,16.34918
