name, x, y, z
lever1_hinge,163.7326,124.8074, 44.96556
lever1_hinge_world,-1.127332,11.509,16.7483
lever2_hinge,90.08071,75.65228, 42.37374
lever2_hinge_world,6.046017,15.62983,18.29522
ladle_hinge,80.4142,115.8374, 41.73812
ladle_hinge_world,6.89284,12.00963,18.47783
ladle_tip,97.58072,135.0457, 42.24414
ladle_tip_world,5.327803,10.36995,18.14034
springhinge2,89.97348,61.17929, 42.42685
springhinge2_world,6.069494,16.92116,18.34222
springhinge1,131.7176,79.42059, 43.93505
springhinge1_world,2.103519,15.58025,17.48697
body_back,213.4222,129.1273, 46.63791
body_back_world,-6.341206,11.234,16.06383
