name, x, y, z
lever1_hinge,159.6139,130.8114, 45.03262
lever1_hinge_world,-1.13923,11.509,16.71021
lever2_hinge,93.54352,70.16019, 43.13007
lever2_hinge_world,5.316049,16.79628,17.80804
ladle_hinge,84.95552,109.7622, 42.51006
ladle_hinge_world,6.078571,13.15512,17.93773
ladle_tip,104.8954,125.2098, 43.07461
ladle_tip_world,4.227013,11.84196,17.62284
springhinge2,93.07819,55.96524, 43.18758
springhinge2_world,5.374099,18.08634,17.85951
springhinge1,134.3105,81.01718, 44.47211
springhinge1_world,1.405603,16.07604,17.1846
body_back,210.2807,134.9821, 46.52379
body_back_world,-6.378137,11.234,16.25542
