name, x, y, z
lever1_hinge,173.1839,118.6265, 44.83412
lever1_hinge_world,-1.114905,11.509,16.79627
lever2_hinge,93.37321,86.57433, 41.54399
lever2_hinge_world,6.638407,14.00322,18.91668
ladle_hinge,59.14187,109.0976, 40.08197
ladle_hinge_world,9.595842,11.89236,19.7255
ladle_tip,57.92213,136.341, 39.89162
ladle_tip_world,9.675406,9.602167,19.74726
springhinge2,102.5263,76.05344, 41.93473
springhinge2_world,5.817745,14.9849,18.73475
springhinge1,134.2513,80.71629, 43.25852
springhinge1_world,2.821766,14.79674,17.9154
body_back,221.6771,123.1008, 46.68366
body_back_world,-6.283691,11.234,15.82847
