name, x, y, z
lever1_hinge,158.1771,131.526, 44.90137
lever1_hinge_world,-1.104854,11.509,16.84633
lever2_hinge,97.57243,66.81133, 42.16829
lever2_hinge_world,4.977,16.95812,18.8833
ladle_hinge,91.33926,107.65, 41.5266
ladle_hinge_world,5.528724,13.28147,19.06809
ladle_tip,110.9356,122.7582, 42.39531
ladle_tip_world,3.686821,12.06548,18.45119
springhinge2,96.52254,52.24423, 42.18696
springhinge2_world,5.090364,18.24297,18.96451
springhinge1,135.8906,80.28249, 44.05095
springhinge1_world,1.227575,16.13924,17.67076
body_back,204.6556,136.3251, 47.16046
body_back_world,-6.211086,11.234,15.5896
