name, x, y, z
lever1_hinge,161.2583,128.106, 44.83119
lever1_hinge_world,-1.097408,11.509,16.89887
lever2_hinge,94.8254,73.52483, 41.25867
lever2_hinge_world,5.569604,15.89357,19.57423
ladle_hinge,83.99013,113.9223, 40.38092
ladle_hinge_world,6.521763,12.31535,19.95632
ladle_tip,106.1528,123.4297, 41.52404
ladle_tip_world,4.493562,11.62557,19.14244
springhinge2,95.39648,58.76257, 41.35098
springhinge2_world,5.531661,17.18509,19.60319
springhinge1,133.5807,80.48639, 43.42107
springhinge1_world,1.82367,15.69789,18.11523
body_back,205.9725,133.1046, 47.33618
body_back_world,-6.121537,11.234,15.34609
