name, x, y, z
lever1_hinge,170.4518,124.1662, 44.97657
lever1_hinge_world,-1.147013,11.509,16.68805
lever2_hinge,94.01662,78.29092, 42.90098
lever2_hinge_world,6.221389,15.43567,17.74589
ladle_hinge,66.35117,107.8722, 41.88583
ladle_hinge_world,8.681624,12.66461,18.09909
ladle_tip,65.11224,133.9134, 41.67764
ladle_tip_world,8.766529,10.37453,18.11128
springhinge2,100.4953,65.99036, 43.14089
springhinge2_world,5.635574,16.58688,17.70321
springhinge1,136.3502,80.17001, 44.15628
springhinge1_world,2.232203,15.4918,17.21461
body_back,222.0139,128.1446, 46.22847
body_back_world,-6.395929,11.234,16.3689
