name, x, y, z
lever1_hinge,171.9387,130.1799, 44.84854
lever1_hinge_world,-1.1139,11.509,16.80069
lever2_hinge,101.4807,77.62909, 42.11317
lever2_hinge_world,5.811602,15.88382,18.73188
ladle_hinge,61.37016,80.67517, 40.45582
ladle_hinge_world,9.352978,15.30093,19.7194
ladle_tip,49.9663,104.3101, 39.84487
ladle_tip_world,10.28092,13.22157,19.97816
springhinge2,113.9006,72.90063, 42.63962
springhinge2_world,4.663219,16.40766,18.45421
springhinge1,142.1071,83.37262, 43.81282
springhinge1_world,1.928233,15.6936,17.69156
body_back,220.267,134.6823, 46.72484
body_back_world,-6.277795,11.234,15.80713
