name, x, y, z
lever1_hinge,163.5058,118.9577, 44.69195
lever1_hinge_world,-1.091955,11.509,17.01881
lever2_hinge,96.20131,78.58441, 39.73488
lever2_hinge_world,5.782847,14.42574,20.89964
ladle_hinge,91.87627,122.6418, 39.20494
ladle_hinge_world,6.151175,10.72744,21.10757
ladle_tip,107.6307,142.4485, 40.17794
ladle_tip_world,4.709255,9.143101,20.2936
springhinge2,94.75571,63.02119, 39.66847
springhinge2_world,5.926841,15.70366,21.02801
springhinge1,132.4173,77.05933, 42.34527
springhinge1_world,2.294962,15.00902,18.97781
body_back,203.6418,124.4147, 47.77253
body_back_world,-5.867355,11.234,14.81687
