name, x, y, z
lever1_hinge,167.1595,119.2384, 45.0225
lever1_hinge_world,-1.156288,11.509,16.66377
lever2_hinge,86.04625,82.42657, 42.88876
lever2_hinge_world,6.612612,14.62099,17.55306
ladle_hinge,78.69643,122.9665, 42.44429
ladle_hinge_world,7.252264,10.95469,17.62628
ladle_tip,89.81342,146.1649, 42.61041
ladle_tip_world,6.23708,8.903419,17.51007
springhinge2,85.01418,68.0928, 42.90445
springhinge2_world,6.718801,15.90791,17.60648
springhinge1,128.6062,79.28943, 44.0821
springhinge1_world,2.638509,15.10515,17.13942
body_back,219.2438,123.1217, 46.16758
body_back_world,-6.412188,11.234,16.49495
