name, x, y, z
lever1_hinge,167.5762,130.5013, 44.91112
lever1_hinge_world,-1.120318,11.509,16.77404
lever2_hinge,97.64346,76.23607, 42.38554
lever2_hinge_world,5.73859,16.08349,18.46535
ladle_hinge,57.98615,82.75647, 40.79516
ladle_hinge_world,9.251991,15.21072,19.3317
ladle_tip,67.12073,108.0817, 40.94791
ladle_tip_world,8.438646,13.07763,19.13115
springhinge2,109.67,70.45056, 42.87906
springhinge2_world,4.626324,16.69937,18.23331
springhinge1,138.5059,83.05032, 43.99504
springhinge1_world,1.832301,15.78074,17.54434
body_back,216.6115,134.913, 46.68378
body_back_world,-6.311844,11.234,15.93676
