name, x, y, z
lever1_hinge,166.6522,129.2873, 44.99701
lever1_hinge_world,-1.143259,11.509,16.69851
lever2_hinge,97.21982,72.73885, 43.12263
lever2_hinge_world,5.602344,16.43033,17.75135
ladle_hinge,66.77084,98.50735, 41.96181
ladle_hinge_world,8.334331,13.9382,18.17775
ladle_tip,72.24678,124.0038, 41.93637
ladle_tip_world,7.825756,11.70507,18.09837
springhinge2,104.8731,61.45251, 43.42012
springhinge2_world,4.899844,17.51299,17.6832
springhinge1,138.6523,80.9807, 44.39326
springhinge1_world,1.650708,15.92768,17.17608
body_back,217.8277,133.3467, 46.34691
body_back_world,-6.387877,11.234,16.31515
