name, x, y, z
lever1_hinge,167.9428,129.335, 44.69349
lever1_hinge_world,-1.091802,11.509,16.99122
lever2_hinge,106.3293,72.66895, 40.65432
lever2_hinge_world,5.232966,15.95855,20.31235
ladle_hinge,69.82468,77.85938, 38.32736
ladle_hinge_world,8.432364,15.06538,21.99236
ladle_tip,68.83215,106.1104, 38.0815
ladle_tip_world,8.488096,12.77457,22.02162
springhinge2,117.2151,67.19098, 41.38224
springhinge2_world,4.211692,16.58082,19.82239
springhinge1,142.6356,80.84647, 43.09909
springhinge1_world,1.65662,15.72642,18.48072
body_back,209.3046,134.6617, 47.59203
body_back_world,-5.93189,11.234,14.93537
