name, x, y, z
lever1_hinge,158.7354,129.6573, 44.76119
lever1_hinge_world,-1.091858,11.509,16.98665
lever2_hinge,103.8364,62.73672, 41.18941
lever2_hinge_world,4.612761,16.94341,19.94564
ladle_hinge,99.72277,104.8515, 40.59203
ladle_hinge_world,4.979777,13.24404,20.13601
ladle_tip,111.3138,128.225, 41.2066
ladle_tip_world,3.872442,11.32162,19.56163
springhinge2,102.3976,47.74921, 41.15254
springhinge2_world,4.764125,18.22084,20.07034
springhinge1,138.8236,77.61548, 43.57812
springhinge1_world,1.094377,16.13356,18.16684
body_back,200.0843,135.0196, 47.72079
body_back_world,-5.942225,11.234,14.95517
