name, x, y, z
lever1_hinge,157.1715,134.0669, 44.84283
lever1_hinge_world,-1.096358,11.509,16.90872
lever2_hinge,96.27765,71.73647, 41.56798
lever2_hinge_world,5.081415,16.62022,19.46639
ladle_hinge,100.2169,114.2572, 41.43996
ladle_hinge_world,4.687938,12.92226,19.30349
ladle_tip,121.0755,108.1058, 42.74384
ladle_tip_world,2.67628,13.63738,18.47064
springhinge2,91.91698,57.3363, 41.38658
springhinge2_world,5.502851,17.82221,19.68525
springhinge1,133.8332,83.62392, 43.7246
springhinge1_world,1.390851,16.00557,17.98283
body_back,201.4543,139.1337, 47.43036
body_back_world,-6.103241,11.234,15.30121
