name, x, y, z
lever1_hinge,170.1345,122.716, 44.97324
lever1_hinge_world,-1.145404,11.509,16.69249
lever2_hinge,90.42374,83.70387, 42.69476
lever2_hinge_world,6.521346,14.78763,17.83384
ladle_hinge,56.4604,106.4113, 41.54285
ladle_hinge_world,9.517837,12.62468,18.27993
ladle_tip,67.22799,130.4872, 41.70137
ladle_tip_world,8.558885,10.54818,18.13717
springhinge2,99.47646,73.18062, 42.99994
springhinge2_world,5.701591,15.78351,17.75325
springhinge1,132.7743,81.74214, 43.99214
springhinge1_world,2.554154,15.18618,17.28469
body_back,221.5683,126.7191, 46.256
body_back_world,-6.392591,11.234,16.34607
