name, x, y, z
lever1_hinge,158.953,131.2278, 44.93505
lever1_hinge_world,-1.11217,11.509,16.80854
lever2_hinge,97.05982,67.17377, 42.44358
lever2_hinge_world,5.050327,16.95838,18.58591
ladle_hinge,88.27015,107.1078, 41.72091
ladle_hinge_world,5.835094,13.32668,18.81225
ladle_tip,106.8136,124.2577, 42.43016
ladle_tip_world,4.106228,11.90746,18.31362
springhinge2,96.82021,52.75572, 42.50489
springhinge2_world,5.087484,18.24913,18.6393
springhinge1,136.0883,80.21692, 44.17524
springhinge1_world,1.252921,16.13934,17.53334
body_back,206.6877,135.857, 46.98469
body_back_world,-6.267067,11.234,15.7693
