name, x, y, z
lever1_hinge,165.5297,116.7453, 44.69493
lever1_hinge_world,-1.091769,11.509,16.99602
lever2_hinge,94.75021,84.03851, 39.72923
lever2_hinge_world,6.06083,13.78927,20.8002
ladle_hinge,81.47957,125.2181, 38.68967
ladle_hinge_world,7.203173,10.29896,21.40777
ladle_tip,98.73737,144.2443, 39.682
ladle_tip_world,5.679655,8.790947,20.59747
springhinge2,96.30131,68.83279, 39.85681
springhinge2_world,5.933761,15.07523,20.77906
springhinge1,131.3955,78.27795, 42.23026
springhinge1_world,2.577847,14.6871,18.99418
body_back,206.6331,122.1055, 47.65169
body_back_world,-5.920925,11.234,14.91462
