name, x, y, z
lever1_hinge,167.7774,132.3139, 44.68505
lever1_hinge_world,-1.09176,11.509,16.99967
lever2_hinge,109.4043,70.94073, 40.8487
lever2_hinge_world,4.94411,16.39699,20.24112
ladle_hinge,72.6248,69.2648, 38.48386
ladle_hinge_world,8.206864,16.02209,21.99331
ladle_tip,65.88985,95.63715, 37.89277
ladle_tip_world,8.736147,13.81056,22.27755
springhinge2,120.7979,67.59435, 41.62091
springhinge2_world,3.860124,16.85349,19.70552
springhinge1,144.9197,82.11086, 43.28273
springhinge1_world,1.404706,15.91381,18.38688
body_back,208.8031,137.6748, 47.62218
body_back_world,-5.912507,11.234,14.89886
