name, x, y, z
lever1_hinge,164.9957,121.677, 44.78371
lever1_hinge_world,-1.095554,11.509,16.91707
lever2_hinge,94.04645,77.48328, 40.71275
lever2_hinge_world,5.989868,14.90978,19.9275
ladle_hinge,79.48737,117.0084, 39.68433
ladle_hinge_world,7.255457,11.45066,20.46522
ladle_tip,95.87383,137.4925, 40.4516
ladle_tip_world,5.796858,9.795297,19.84549
springhinge2,95.90817,62.75354, 40.85943
springhinge2_world,5.833811,16.19253,19.90574
springhinge1,132.9347,78.23671, 42.95588
springhinge1_world,2.282583,15.24495,18.39691
body_back,209.1262,126.7267, 47.35195
body_back_world,-6.087372,11.234,15.26337
