name, x, y, z
lever1_hinge,167.2296,115.8434, 45.07744
lever1_hinge_world,-1.18186,11.509,16.60561
lever2_hinge,80.57002,94.40108, 43.26968
lever2_hinge_world,7.035524,13.2908,16.96742
ladle_hinge,69.46986,133.8863, 42.82162
ladle_hinge_world,8.01214,9.69905,17.01042
ladle_tip,92.32176,144.9012, 43.24527
ladle_tip_world,5.93999,8.724539,16.91918
springhinge2,80.79555,80.18658, 43.31073
springhinge2_world,7.026735,14.58253,17.00807
springhinge1,122.2478,83.42964, 44.19939
springhinge1_world,3.176373,14.4263,16.83854
body_back,220.6804,119.4255, 45.86472
body_back_world,-6.436702,11.234,16.80465
