name, x, y, z
lever1_hinge,158.6643,125.84, 44.78411
lever1_hinge_world,-1.092508,11.509,16.96315
lever2_hinge,92.49028,75.51543, 40.52938
lever2_hinge_world,5.622167,15.39263,20.22838
ladle_hinge,105.3949,117.1943, 41.07341
ladle_hinge_world,4.402843,11.92593,19.63544
ladle_tip,125.965,124.4615, 42.40211
ladle_tip_world,2.392154,11.42303,18.65768
springhinge2,85.24701,62.11948, 40.11494
springhinge2_world,6.291571,16.434,20.59949
springhinge1,130.0604,79.86475, 42.96992
springhinge1_world,1.985597,15.47199,18.50557
body_back,200.9238,131.1119, 47.63565
body_back_world,-5.993824,11.234,15.05787
