name, x, y, z
lever1_hinge,160.1196,128.8533, 45.06482
lever1_hinge_world,-1.151021,11.509,16.6773
lever2_hinge,84.87546,80.67014, 43.02476
lever2_hinge_world,6.111455,15.65468,17.62649
ladle_hinge,91.81252,121.3662, 42.92088
ladle_hinge_world,5.446917,11.9931,17.53963
ladle_tip,115.9779,119.6401, 43.69091
ladle_tip_world,3.18665,12.22916,17.24422
springhinge2,79.10994,67.37202, 42.90826
springhinge2_world,6.653268,16.82264,17.73865
springhinge1,127.2261,83.94518, 44.30309
springhinge1_world,2.115983,15.59145,17.14564
body_back,211.6669,132.8592, 46.35855
body_back_world,-6.403549,11.234,16.42447
