name, x, y, z
lever1_hinge,170.2048,119.6851, 44.72463
lever1_hinge_world,-1.094195,11.509,16.93353
lever2_hinge,96.9561,84.03162, 40.36837
lever2_hinge_world,6.207361,14.13376,20.19375
ladle_hinge,62.57629,103.6266, 38.41471
ladle_hinge_world,9.136648,12.24568,21.5017
ladle_tip,69.87744,131.0938, 38.64732
ladle_tip_world,8.516048,10.05711,21.2246
springhinge2,106.3509,74.30145, 40.91418
springhinge2_world,5.362365,15.05343,19.86135
springhinge1,135.3314,79.95834, 42.63304
springhinge1_world,2.57657,14.86294,18.61747
body_back,213.8482,124.7702, 47.32836
body_back_world,-6.055123,11.234,15.18935
