name, x, y, z
lever1_hinge,169.5415,114.9413, 44.8425
lever1_hinge_world,-1.111768,11.509,16.81041
lever2_hinge,89.34943,85.74968, 41.30762
lever2_hinge_world,6.685785,13.72057,19.07719
ladle_hinge,75.88316,125.9575, 40.54909
ladle_hinge_world,7.850501,10.20132,19.41578
ladle_tip,82.24171,152.1048, 40.68331
ladle_tip_world,7.283182,7.987105,19.25085
springhinge2,90.59145,70.99362, 41.39001
springhinge2_world,6.585617,15.009,19.09077
springhinge1,129.8639,78.35201, 43.09516
springhinge1_world,2.914565,14.6516,18.02358
body_back,217.4784,119.5063, 46.81018
body_back_world,-6.264462,11.234,15.76031
