name, x, y, z
lever1_hinge,170.5069,117.2663, 44.97895
lever1_hinge_world,-1.151495,11.509,16.67606
lever2_hinge,86.7589,88.44662, 42.64885
lever2_hinge_world,6.858876,13.87414,17.71105
ladle_hinge,61.23993,120.816, 41.7623
ladle_hinge_world,9.104713,10.91977,18.00122
ladle_tip,72.91945,144.2317, 41.9537
ladle_tip_world,8.063328,8.882807,17.86667
springhinge2,92.33932,75.42909, 42.83915
springhinge2_world,6.362237,15.06709,17.68822
springhinge1,128.7823,81.06644, 43.87386
springhinge1_world,2.953672,14.73077,17.24781
body_back,222.3833,121.1858, 46.16389
body_back_world,-6.404388,11.234,16.43093
