name, x, y, z
lever1_hinge,163.8734,129.3282, 45.13942
lever1_hinge_world,-1.192321,11.509,16.5846
lever2_hinge,91.9023,75.67398, 44.09669
lever2_hinge_world,5.689811,16.3517,16.70964
ladle_hinge,68.55423,107.9588, 43.36966
ladle_hinge_world,7.803798,13.28806,16.74804
ladle_tip,85.7952,126.4548, 43.56165
ladle_tip_world,6.218594,11.63334,16.71924
springhinge2,96.71859,62.84335, 44.25882
springhinge2_world,5.253785,17.56787,16.74272
springhinge1,134.1906,82.2037, 44.87313
springhinge1_world,1.691145,15.89488,16.678
body_back,217.6655,132.8238, 45.82007
body_back_world,-6.440268,11.234,16.91933
